Level,Div Num,Div Name,Subject,Subgroup,2015-2016 Pass Rate,2016-2017 Pass Rate,2017-2018 Pass Rate, 
Div,115,Lynchburg City,English: Reading,Students with Disabilities,32,33,36, 
Div,115,Lynchburg City,English: Writing,Students with Disabilities,30,24,25, 
Div,115,Lynchburg City,History and Social Sciences,Students with Disabilities,49,48,45, 
Div,115,Lynchburg City,Mathematics,Students with Disabilities,35,34,35, 
Div,115,Lynchburg City,Science,Students with Disabilities,39,38,36, 
Div,115,Lynchburg City,English: Reading,White,88,88,87, 
Div,115,Lynchburg City,English: Writing,White,79,81,81, 
Div,115,Lynchburg City,History and Social Sciences,White,91,92,89, 
Div,115,Lynchburg City,Mathematics,White,83,83,82, 
Div,115,Lynchburg City,Science,White,89,89,88, 
Div,56,Madison County,English: Reading,All Students,73,72,72, 
Div,56,Madison County,English: Writing,All Students,82,75,74, 
Div,56,Madison County,History and Social Sciences,All Students,83,84,82, 
Div,56,Madison County,Mathematics,All Students,78,78,75, 
Div,56,Madison County,Science,All Students,79,82,72, 
Div,56,Madison County,English: Reading,Asian,<,<,<, 
Div,56,Madison County,English: Writing,Asian,<,<,<, 
Div,56,Madison County,History and Social Sciences,Asian,<,<,<, 
Div,56,Madison County,Mathematics,Asian,<,<,<, 
Div,56,Madison County,Science,Asian,<,<,<, 
Div,56,Madison County,English: Reading,Black,51,51,55, 
Div,56,Madison County,English: Writing,Black,78,46,68, 
Div,56,Madison County,History and Social Sciences,Black,71,71,78, 
Div,56,Madison County,Mathematics,Black,65,63,63, 
Div,56,Madison County,Science,Black,56,70,57, 
Div,56,Madison County,English: Reading,Economically Disadvantaged,59,61,60, 
Div,56,Madison County,English: Writing,Economically Disadvantaged,74,54,58, 
Div,56,Madison County,History and Social Sciences,Economically Disadvantaged,73,73,71, 
Div,56,Madison County,Mathematics,Economically Disadvantaged,67,70,68, 
Div,56,Madison County,Science,Economically Disadvantaged,69,73,62, 
Div,56,Madison County,English: Reading,English Learners,<,<,<, 
Div,56,Madison County,English: Writing,English Learners,-,<,-,
Div,56,Madison County,History and Social Sciences,English Learners,<,<,<, 
Div,56,Madison County,Mathematics,English Learners,<,<,<, 
Div,56,Madison County,Science,English Learners,<,<,<, 
Div,56,Madison County,English: Reading,Female,74,74,73, 
Div,56,Madison County,English: Writing,Female,86,83,82, 
Div,56,Madison County,History and Social Sciences,Female,81,84,79, 
Div,56,Madison County,Mathematics,Female,79,80,76, 
Div,56,Madison County,Science,Female,78,82,72, 
Div,56,Madison County,English: Reading,Hispanic,80,81,72, 
Div,56,Madison County,English: Writing,Hispanic,90,80,<, 
Div,56,Madison County,History and Social Sciences,Hispanic,85,88,74, 
Div,56,Madison County,Mathematics,Hispanic,84,89,78, 
Div,56,Madison County,Science,Hispanic,82,88,47, 
Div,56,Madison County,English: Reading,Male,71,70,71, 
Div,56,Madison County,English: Writing,Male,79,66,68, 
Div,56,Madison County,History and Social Sciences,Male,86,84,84, 
Div,56,Madison County,Mathematics,Male,76,77,74, 
Div,56,Madison County,Science,Male,80,83,73, 
Div,56,Madison County,English: Reading,Students with Disabilities,37,31,29, 
Div,56,Madison County,English: Writing,Students with Disabilities,42,35,6, 
Div,56,Madison County,History and Social Sciences,Students with Disabilities,40,49,46, 
Div,56,Madison County,Mathematics,Students with Disabilities,44,45,39, 
Div,56,Madison County,Science,Students with Disabilities,41,59,35, 
Div,56,Madison County,English: Reading,White,74,74,73, 
Div,56,Madison County,English: Writing,White,82,78,75, 
Div,56,Madison County,History and Social Sciences,White,84,85,82, 
Div,56,Madison County,Mathematics,White,79,79,76, 
Div,56,Madison County,Science,White,81,84,75, 
Div,143,Manassas City,English: Reading,All Students,73,72,67, 
Div,143,Manassas City,English: Writing,All Students,72,73,68, 
Div,143,Manassas City,History and Social Sciences,All Students,80,77,75, 
Div,143,Manassas City,Mathematics,All Students,78,74,68, 
Div,143,Manassas City,Science,All Students,73,72,72, 
Div,143,Manassas City,English: Reading,Asian,87,85,85, 
Div,143,Manassas City,English: Writing,Asian,76,89,90, 
Div,143,Manassas City,History and Social Sciences,Asian,94,90,92, 
Div,143,Manassas City,Mathematics,Asian,94,89,85, 
Div,143,Manassas City,Science,Asian,90,86,87, 
Div,143,Manassas City,English: Reading,Black,68,68,69, 
Div,143,Manassas City,English: Writing,Black,64,71,59, 
Div,143,Manassas City,History and Social Sciences,Black,72,73,74, 
Div,143,Manassas City,Mathematics,Black,72,68,65, 
Div,143,Manassas City,Science,Black,72,68,71, 
Div,143,Manassas City,English: Reading,Economically Disadvantaged,65,64,58, 
Div,143,Manassas City,English: Writing,Economically Disadvantaged,61,62,59, 
Div,143,Manassas City,History and Social Sciences,Economically Disadvantaged,73,69,68, 
Div,143,Manassas City,Mathematics,Economically Disadvantaged,73,68,61, 
Div,143,Manassas City,Science,Economically Disadvantaged,63,62,64, 
Div,143,Manassas City,English: Reading,English Learners,58,65,56, 
Div,143,Manassas City,English: Writing,English Learners,44,49,49, 
Div,143,Manassas City,History and Social Sciences,English Learners,66,65,61, 
Div,143,Manassas City,Mathematics,English Learners,69,67,59, 
Div,143,Manassas City,Science,English Learners,48,54,53, 
Div,143,Manassas City,English: Reading,Female,75,74,69, 
Div,143,Manassas City,English: Writing,Female,77,79,73, 
Div,143,Manassas City,History and Social Sciences,Female,78,74,73, 
Div,143,Manassas City,Mathematics,Female,80,75,69, 
Div,143,Manassas City,Science,Female,70,71,70, 
Div,143,Manassas City,English: Reading,Hispanic,68,68,61, 
Div,143,Manassas City,English: Writing,Hispanic,67,67,62, 
Div,143,Manassas City,History and Social Sciences,Hispanic,77,72,70, 
Div,143,Manassas City,Mathematics,Hispanic,75,71,64, 
Div,143,Manassas City,Science,Hispanic,65,65,66, 
Div,143,Manassas City,English: Reading,Male,72,71,66, 
Div,143,Manassas City,English: Writing,Male,67,67,64, 
Div,143,Manassas City,History and Social Sciences,Male,82,79,78, 
Div,143,Manassas City,Mathematics,Male,77,73,67, 
Div,143,Manassas City,Science,Male,75,72,73, 
Div,143,Manassas City,English: Reading,Students with Disabilities,49,47,40, 
Div,143,Manassas City,English: Writing,Students with Disabilities,43,35,33, 
Div,143,Manassas City,History and Social Sciences,Students with Disabilities,58,49,47, 
Div,143,Manassas City,Mathematics,Students with Disabilities,51,45,39, 
Div,143,Manassas City,Science,Students with Disabilities,48,44,40, 
Div,143,Manassas City,English: Reading,White,88,87,86, 
Div,143,Manassas City,English: Writing,White,82,89,83, 
Div,143,Manassas City,History and Social Sciences,White,92,90,89, 
Div,143,Manassas City,Mathematics,White,89,85,83, 
Div,143,Manassas City,Science,White,93,91,89, 
Div,144,Manassas Park City,English: Reading,All Students,71,74,72, 
Div,144,Manassas Park City,English: Writing,All Students,76,74,74, 
Div,144,Manassas Park City,History and Social Sciences,All Students,82,78,81, 
Div,144,Manassas Park City,Mathematics,All Students,77,75,72, 
Div,144,Manassas Park City,Science,All Students,77,75,74, 
Div,144,Manassas Park City,English: Reading,Asian,89,94,93, 
Div,144,Manassas Park City,English: Writing,Asian,86,89,94, 
Div,144,Manassas Park City,History and Social Sciences,Asian,91,95,97, 
Div,144,Manassas Park City,Mathematics,Asian,91,90,90, 
Div,144,Manassas Park City,Science,Asian,91,94,95, 
Div,144,Manassas Park City,English: Reading,Black,70,77,72, 
Div,144,Manassas Park City,English: Writing,Black,74,78,79, 
Div,144,Manassas Park City,History and Social Sciences,Black,81,81,82, 
Div,144,Manassas Park City,Mathematics,Black,77,72,72, 
Div,144,Manassas Park City,Science,Black,79,85,72, 
Div,144,Manassas Park City,English: Reading,Economically Disadvantaged,63,69,66, 
Div,144,Manassas Park City,English: Writing,Economically Disadvantaged,65,66,66, 
Div,144,Manassas Park City,History and Social Sciences,Economically Disadvantaged,77,71,77, 
Div,144,Manassas Park City,Mathematics,Economically Disadvantaged,72,72,69, 
Div,144,Manassas Park City,Science,Economically Disadvantaged,70,65,69, 
Div,144,Manassas Park City,English: Reading,English Learners,55,66,61, 
Div,144,Manassas Park City,English: Writing,English Learners,44,48,40, 
Div,144,Manassas Park City,History and Social Sciences,English Learners,65,62,65, 
Div,144,Manassas Park City,Mathematics,English Learners,64,69,65, 
Div,144,Manassas Park City,Science,English Learners,54,57,55, 
Div,144,Manassas Park City,English: Reading,Female,75,77,74, 
Div,144,Manassas Park City,English: Writing,Female,81,80,79, 
Div,144,Manassas Park City,History and Social Sciences,Female,83,76,80, 
Div,144,Manassas Park City,Mathematics,Female,79,75,72, 
Div,144,Manassas Park City,Science,Female,78,77,74, 
Div,144,Manassas Park City,English: Reading,Hispanic,65,69,66, 
Div,144,Manassas Park City,English: Writing,Hispanic,71,67,66, 
Div,144,Manassas Park City,History and Social Sciences,Hispanic,77,70,76, 
Div,144,Manassas Park City,Mathematics,Hispanic,72,71,68, 
Div,144,Manassas Park City,Science,Hispanic,68,66,66, 
Div,144,Manassas Park City,English: Reading,Male,68,72,70, 
Div,144,Manassas Park City,English: Writing,Male,72,68,68, 
Div,144,Manassas Park City,History and Social Sciences,Male,81,80,81, 
Div,144,Manassas Park City,Mathematics,Male,75,74,73, 
Div,144,Manassas Park City,Science,Male,75,73,73, 
Div,144,Manassas Park City,English: Reading,Students with Disabilities,36,51,41, 
Div,144,Manassas Park City,English: Writing,Students with Disabilities,31,32,42, 
Div,144,Manassas Park City,History and Social Sciences,Students with Disabilities,68,55,56, 
Div,144,Manassas Park City,Mathematics,Students with Disabilities,49,43,47, 
Div,144,Manassas Park City,Science,Students with Disabilities,53,45,44, 
Div,144,Manassas Park City,English: Reading,White,81,84,86, 
Div,144,Manassas Park City,English: Writing,White,85,81,85, 
Div,144,Manassas Park City,History and Social Sciences,White,91,90,88, 
Div,144,Manassas Park City,Mathematics,White,87,82,83, 
Div,144,Manassas Park City,Science,White,91,87,90, 
Div,116,Martinsville City,English: Reading,All Students,63,65,69, 
Div,116,Martinsville City,English: Writing,All Students,60,59,66, 
Div,116,Martinsville City,History and Social Sciences,All Students,70,74,75, 
Div,116,Martinsville City,Mathematics,All Students,60,66,70, 
Div,116,Martinsville City,Science,All Students,60,67,72, 
Div,116,Martinsville City,English: Reading,Asian,100,100,100, 
Div,116,Martinsville City,English: Writing,Asian,<,<,<, 
Div,116,Martinsville City,History and Social Sciences,Asian,<,<,<, 
Div,116,Martinsville City,Mathematics,Asian,83,100,88, 
Div,116,Martinsville City,Science,Asian,<,<,<, 
Div,116,Martinsville City,English: Reading,Black,52,56,62, 
Div,116,Martinsville City,English: Writing,Black,51,53,58, 
Div,116,Martinsville City,History and Social Sciences,Black,63,68,70, 
Div,116,Martinsville City,Mathematics,Black,51,59,64, 
Div,116,Martinsville City,Science,Black,51,58,64, 
Div,116,Martinsville City,English: Reading,Economically Disadvantaged,56,60,65, 
Div,116,Martinsville City,English: Writing,Economically Disadvantaged,50,53,60, 
Div,116,Martinsville City,History and Social Sciences,Economically Disadvantaged,65,69,71, 
Div,116,Martinsville City,Mathematics,Economically Disadvantaged,55,62,66, 
Div,116,Martinsville City,Science,Economically Disadvantaged,52,60,68, 
Div,116,Martinsville City,English: Reading,English Learners,61,64,67, 
Div,116,Martinsville City,English: Writing,English Learners,58,33,71, 
Div,116,Martinsville City,History and Social Sciences,English Learners,64,68,78, 
Div,116,Martinsville City,Mathematics,English Learners,68,67,72, 
Div,116,Martinsville City,Science,English Learners,62,46,64, 
Div,116,Martinsville City,English: Reading,Female,65,68,71, 
Div,116,Martinsville City,English: Writing,Female,66,65,66, 
Div,116,Martinsville City,History and Social Sciences,Female,68,75,75, 
Div,116,Martinsville City,Mathematics,Female,64,69,73, 
Div,116,Martinsville City,Science,Female,59,67,73, 
Div,116,Martinsville City,English: Reading,Hispanic,65,65,69, 
Div,116,Martinsville City,English: Writing,Hispanic,71,51,77, 
Div,116,Martinsville City,History and Social Sciences,Hispanic,76,79,80, 
Div,116,Martinsville City,Mathematics,Hispanic,71,71,73, 
Div,116,Martinsville City,Science,Hispanic,74,66,71, 
Div,116,Martinsville City,English: Reading,Male,61,62,67, 
Div,116,Martinsville City,English: Writing,Male,55,54,66, 
Div,116,Martinsville City,History and Social Sciences,Male,72,74,76, 
Div,116,Martinsville City,Mathematics,Male,57,63,67, 
Div,116,Martinsville City,Science,Male,62,68,71, 
Div,116,Martinsville City,English: Reading,Students with Disabilities,32,32,43, 
Div,116,Martinsville City,English: Writing,Students with Disabilities,18,29,25, 
Div,116,Martinsville City,History and Social Sciences,Students with Disabilities,35,39,42, 
Div,116,Martinsville City,Mathematics,Students with Disabilities,30,34,44, 
Div,116,Martinsville City,Science,Students with Disabilities,21,50,41, 
Div,116,Martinsville City,English: Reading,White,84,84,85, 
Div,116,Martinsville City,English: Writing,White,81,77,79, 
Div,116,Martinsville City,History and Social Sciences,White,83,87,84, 
Div,116,Martinsville City,Mathematics,White,74,79,82, 
Div,116,Martinsville City,Science,White,76,86,89, 
Div,57,Mathews County,English: Reading,All Students,78,82,81, 
Div,57,Mathews County,English: Writing,All Students,78,81,84, 
Div,57,Mathews County,History and Social Sciences,All Students,87,85,85, 
Div,57,Mathews County,Mathematics,All Students,68,75,67, 
Div,57,Mathews County,Science,All Students,85,87,82, 
Div,57,Mathews County,English: Reading,Asian,<,<,<, 
Div,57,Mathews County,English: Writing,Asian,<,-,<, 
Div,57,Mathews County,History and Social Sciences,Asian,<,<,<, 
Div,57,Mathews County,Mathematics,Asian,<,<,<, 
Div,57,Mathews County,Science,Asian,<,<,<, 
Div,57,Mathews County,English: Reading,Black,63,67,70, 
Div,57,Mathews County,English: Writing,Black,58,46,82, 
Div,57,Mathews County,History and Social Sciences,Black,73,65,79, 
Div,57,Mathews County,Mathematics,Black,60,66,50, 
Div,57,Mathews County,Science,Black,63,76,60, 
Div,57,Mathews County,English: Reading,Economically Disadvantaged,70,77,72, 
Div,57,Mathews County,English: Writing,Economically Disadvantaged,66,70,77, 
Div,57,Mathews County,History and Social Sciences,Economically Disadvantaged,82,80,76, 
Div,57,Mathews County,Mathematics,Economically Disadvantaged,60,65,58, 
Div,57,Mathews County,Science,Economically Disadvantaged,78,79,75, 
Div,57,Mathews County,English: Reading,English Learners,<,<,<, 
Div,57,Mathews County,English: Writing,English Learners,-,<,-,
Div,57,Mathews County,History and Social Sciences,English Learners,<,<,<, 
Div,57,Mathews County,Mathematics,English Learners,<,<,<, 
Div,57,Mathews County,Science,English Learners,-,<,<, 
Div,57,Mathews County,English: Reading,Female,80,86,83, 
Div,57,Mathews County,English: Writing,Female,89,93,88, 
Div,57,Mathews County,History and Social Sciences,Female,85,87,85, 
Div,57,Mathews County,Mathematics,Female,74,78,72, 
Div,57,Mathews County,Science,Female,85,88,84, 
Div,57,Mathews County,English: Reading,Hispanic,95,82,84, 
Div,57,Mathews County,English: Writing,Hispanic,90,<,<, 
Div,57,Mathews County,History and Social Sciences,Hispanic,100,77,79, 
Div,57,Mathews County,Mathematics,Hispanic,61,75,67, 
Div,57,Mathews County,Science,Hispanic,86,93,83, 
Div,57,Mathews County,English: Reading,Male,76,77,79, 
Div,57,Mathews County,English: Writing,Male,70,68,81, 
Div,57,Mathews County,History and Social Sciences,Male,89,83,84, 
Div,57,Mathews County,Mathematics,Male,62,72,63, 
Div,57,Mathews County,Science,Male,86,85,79, 
Div,57,Mathews County,English: Reading,Students with Disabilities,38,42,45, 
Div,57,Mathews County,English: Writing,Students with Disabilities,40,32,37, 
Div,57,Mathews County,History and Social Sciences,Students with Disabilities,49,67,66, 
Div,57,Mathews County,Mathematics,Students with Disabilities,27,35,29, 
Div,57,Mathews County,Science,Students with Disabilities,51,55,52, 
Div,57,Mathews County,English: Reading,White,79,84,82, 
Div,57,Mathews County,English: Writing,White,79,84,83, 
Div,57,Mathews County,History and Social Sciences,White,87,88,86, 
Div,57,Mathews County,Mathematics,White,70,76,70, 
Div,57,Mathews County,Science,White,87,88,84, 
Div,58,Mecklenburg County,English: Reading,All Students,71,73,78, 
Div,58,Mecklenburg County,English: Writing,All Students,75,72,77, 
Div,58,Mecklenburg County,History and Social Sciences,All Students,83,81,81, 
Div,58,Mecklenburg County,Mathematics,All Students,77,77,77, 
Div,58,Mecklenburg County,Science,All Students,79,78,76, 
Div,58,Mecklenburg County,English: Reading,Asian,<,92,71, 
Div,58,Mecklenburg County,English: Writing,Asian,<,<,<, 
Div,58,Mecklenburg County,History and Social Sciences,Asian,100,<,<, 
Div,58,Mecklenburg County,Mathematics,Asian,94,79,87, 
Div,58,Mecklenburg County,Science,Asian,93,100,<, 
Div,58,Mecklenburg County,English: Reading,Black,59,62,70, 
Div,58,Mecklenburg County,English: Writing,Black,68,61,73, 
Div,58,Mecklenburg County,History and Social Sciences,Black,76,74,74, 
Div,58,Mecklenburg County,Mathematics,Black,70,70,68, 
Div,58,Mecklenburg County,Science,Black,70,69,64, 
Div,58,Mecklenburg County,English: Reading,Economically Disadvantaged,63,65,72, 
Div,58,Mecklenburg County,English: Writing,Economically Disadvantaged,69,64,71, 
Div,58,Mecklenburg County,History and Social Sciences,Economically Disadvantaged,78,77,76, 
Div,58,Mecklenburg County,Mathematics,Economically Disadvantaged,73,72,72, 
Div,58,Mecklenburg County,Science,Economically Disadvantaged,74,72,68, 
Div,58,Mecklenburg County,English: Reading,English Learners,79,76,76, 
Div,58,Mecklenburg County,English: Writing,English Learners,<,<,<, 
Div,58,Mecklenburg County,History and Social Sciences,English Learners,83,86,90, 
Div,58,Mecklenburg County,Mathematics,English Learners,86,87,81, 
Div,58,Mecklenburg County,Science,English Learners,<,70,82, 
Div,58,Mecklenburg County,English: Reading,Female,76,77,81, 
Div,58,Mecklenburg County,English: Writing,Female,83,78,86, 
Div,58,Mecklenburg County,History and Social Sciences,Female,84,82,82, 
Div,58,Mecklenburg County,Mathematics,Female,82,82,81, 
Div,58,Mecklenburg County,Science,Female,83,78,76, 
Div,58,Mecklenburg County,English: Reading,Hispanic,76,76,85, 
Div,58,Mecklenburg County,English: Writing,Hispanic,78,71,77, 
Div,58,Mecklenburg County,History and Social Sciences,Hispanic,84,90,85, 
Div,58,Mecklenburg County,Mathematics,Hispanic,85,85,88, 
Div,58,Mecklenburg County,Science,Hispanic,84,85,76, 
Div,58,Mecklenburg County,English: Reading,Male,66,69,75, 
Div,58,Mecklenburg County,English: Writing,Male,66,66,68, 
Div,58,Mecklenburg County,History and Social Sciences,Male,82,81,81, 
Div,58,Mecklenburg County,Mathematics,Male,73,73,74, 
Div,58,Mecklenburg County,Science,Male,76,78,75, 
Div,58,Mecklenburg County,English: Reading,Students with Disabilities,37,34,43, 
Div,58,Mecklenburg County,English: Writing,Students with Disabilities,39,37,36, 
Div,58,Mecklenburg County,History and Social Sciences,Students with Disabilities,55,44,47, 
Div,58,Mecklenburg County,Mathematics,Students with Disabilities,39,40,47, 
Div,58,Mecklenburg County,Science,Students with Disabilities,49,39,41, 
Div,58,Mecklenburg County,English: Reading,White,80,81,85, 
Div,58,Mecklenburg County,English: Writing,White,81,82,81, 
Div,58,Mecklenburg County,History and Social Sciences,White,89,86,87, 
Div,58,Mecklenburg County,Mathematics,White,84,83,85, 
Div,58,Mecklenburg County,Science,White,88,85,85, 
Div,59,Middlesex County,English: Reading,All Students,81,79,75, 
Div,59,Middlesex County,English: Writing,All Students,71,76,74, 
Div,59,Middlesex County,History and Social Sciences,All Students,88,87,89, 
Div,59,Middlesex County,Mathematics,All Students,81,75,74, 
Div,59,Middlesex County,Science,All Students,81,77,74, 
Div,59,Middlesex County,English: Reading,Asian,<,<,<, 
Div,59,Middlesex County,English: Writing,Asian,-,<,-,
Div,59,Middlesex County,History and Social Sciences,Asian,<,<,<, 
Div,59,Middlesex County,Mathematics,Asian,<,<,<, 
Div,59,Middlesex County,Science,Asian,<,<,-,
Div,59,Middlesex County,English: Reading,Black,70,62,54, 
Div,59,Middlesex County,English: Writing,Black,76,50,34, 
Div,59,Middlesex County,History and Social Sciences,Black,83,71,79, 
Div,59,Middlesex County,Mathematics,Black,75,58,61, 
Div,59,Middlesex County,Science,Black,66,48,49, 
Div,59,Middlesex County,English: Reading,Economically Disadvantaged,74,74,66, 
Div,59,Middlesex County,English: Writing,Economically Disadvantaged,77,63,59, 
Div,59,Middlesex County,History and Social Sciences,Economically Disadvantaged,83,82,84, 
Div,59,Middlesex County,Mathematics,Economically Disadvantaged,74,66,63, 
Div,59,Middlesex County,Science,Economically Disadvantaged,72,65,65, 
Div,59,Middlesex County,English: Reading,English Learners,<,<,-,
Div,59,Middlesex County,English: Writing,English Learners,<,-,-,
Div,59,Middlesex County,History and Social Sciences,English Learners,<,-,-,
Div,59,Middlesex County,Mathematics,English Learners,<,<,-,
Div,59,Middlesex County,Science,English Learners,<,-,-,
Div,59,Middlesex County,English: Reading,Female,86,83,77, 
Div,59,Middlesex County,English: Writing,Female,84,83,83, 
Div,59,Middlesex County,History and Social Sciences,Female,90,87,90, 
Div,59,Middlesex County,Mathematics,Female,89,77,75, 
Div,59,Middlesex County,Science,Female,85,79,74, 
Div,59,Middlesex County,English: Reading,Hispanic,74,82,73, 
Div,59,Middlesex County,English: Writing,Hispanic,<,<,<, 
Div,59,Middlesex County,History and Social Sciences,Hispanic,91,83,100, 
Div,59,Middlesex County,Mathematics,Hispanic,70,87,76, 
Div,59,Middlesex County,Science,Hispanic,75,<,100, 
Div,59,Middlesex County,English: Reading,Male,77,76,73, 
Div,59,Middlesex County,English: Writing,Male,62,69,65, 
Div,59,Middlesex County,History and Social Sciences,Male,87,87,89, 
Div,59,Middlesex County,Mathematics,Male,74,72,73, 
Div,59,Middlesex County,Science,Male,77,76,74, 
Div,59,Middlesex County,English: Reading,Students with Disabilities,53,51,45, 
Div,59,Middlesex County,English: Writing,Students with Disabilities,47,26,24, 
Div,59,Middlesex County,History and Social Sciences,Students with Disabilities,75,60,61, 
Div,59,Middlesex County,Mathematics,Students with Disabilities,44,54,47, 
Div,59,Middlesex County,Science,Students with Disabilities,57,61,47, 
Div,59,Middlesex County,English: Reading,White,85,84,81, 
Div,59,Middlesex County,English: Writing,White,69,82,82, 
Div,59,Middlesex County,History and Social Sciences,White,90,91,91, 
Div,59,Middlesex County,Mathematics,White,84,79,77, 
Div,59,Middlesex County,Science,White,85,83,80, 
Div,60,Montgomery County,English: Reading,All Students,84,83,81, 
Div,60,Montgomery County,English: Writing,All Students,80,82,76, 
Div,60,Montgomery County,History and Social Sciences,All Students,86,86,82, 
Div,60,Montgomery County,Mathematics,All Students,83,83,81, 
Div,60,Montgomery County,Science,All Students,88,85,84, 
Div,60,Montgomery County,English: Reading,Asian,95,93,92, 
Div,60,Montgomery County,English: Writing,Asian,91,89,94, 
Div,60,Montgomery County,History and Social Sciences,Asian,97,95,93, 
Div,60,Montgomery County,Mathematics,Asian,98,98,95, 
Div,60,Montgomery County,Science,Asian,97,95,97, 
Div,60,Montgomery County,English: Reading,Black,73,69,67, 
Div,60,Montgomery County,English: Writing,Black,51,59,62, 
Div,60,Montgomery County,History and Social Sciences,Black,65,76,66, 
Div,60,Montgomery County,Mathematics,Black,71,70,65, 
Div,60,Montgomery County,Science,Black,72,66,69, 
Div,60,Montgomery County,English: Reading,Economically Disadvantaged,69,69,67, 
Div,60,Montgomery County,English: Writing,Economically Disadvantaged,60,64,57, 
Div,60,Montgomery County,History and Social Sciences,Economically Disadvantaged,71,71,65, 
Div,60,Montgomery County,Mathematics,Economically Disadvantaged,69,68,66, 
Div,60,Montgomery County,Science,Economically Disadvantaged,75,68,67, 
Div,60,Montgomery County,English: Reading,English Learners,66,63,59, 
Div,60,Montgomery County,English: Writing,English Learners,52,72,61, 
Div,60,Montgomery County,History and Social Sciences,English Learners,77,83,72, 
Div,60,Montgomery County,Mathematics,English Learners,78,80,69, 
Div,60,Montgomery County,Science,English Learners,68,70,61, 
Div,60,Montgomery County,English: Reading,Female,87,84,84, 
Div,60,Montgomery County,English: Writing,Female,86,84,82, 
Div,60,Montgomery County,History and Social Sciences,Female,86,84,80, 
Div,60,Montgomery County,Mathematics,Female,84,83,83, 
Div,60,Montgomery County,Science,Female,86,85,84, 
Div,60,Montgomery County,English: Reading,Hispanic,75,73,70, 
Div,60,Montgomery County,English: Writing,Hispanic,74,76,68, 
Div,60,Montgomery County,History and Social Sciences,Hispanic,84,81,81, 
Div,60,Montgomery County,Mathematics,Hispanic,77,79,70, 
Div,60,Montgomery County,Science,Hispanic,80,75,71, 
Div,60,Montgomery County,English: Reading,Male,82,81,78, 
Div,60,Montgomery County,English: Writing,Male,76,79,71, 
Div,60,Montgomery County,History and Social Sciences,Male,87,89,85, 
Div,60,Montgomery County,Mathematics,Male,83,82,79, 
Div,60,Montgomery County,Science,Male,89,86,83, 
Div,60,Montgomery County,English: Reading,Students with Disabilities,44,45,40, 
Div,60,Montgomery County,English: Writing,Students with Disabilities,40,28,30, 
Div,60,Montgomery County,History and Social Sciences,Students with Disabilities,48,48,45, 
Div,60,Montgomery County,Mathematics,Students with Disabilities,50,42,40, 
Div,60,Montgomery County,Science,Students with Disabilities,49,47,43, 
Div,60,Montgomery County,English: Reading,White,85,83,82, 
Div,60,Montgomery County,English: Writing,White,82,83,77, 
Div,60,Montgomery County,History and Social Sciences,White,87,87,83, 
Div,60,Montgomery County,Mathematics,White,84,83,82, 
Div,60,Montgomery County,Science,White,89,86,85, 
Div,62,Nelson County,English: Reading,All Students,77,74,72, 
Div,62,Nelson County,English: Writing,All Students,73,79,72, 
Div,62,Nelson County,History and Social Sciences,All Students,86,86,82, 
Div,62,Nelson County,Mathematics,All Students,80,81,78, 
Div,62,Nelson County,Science,All Students,80,82,81, 
Div,62,Nelson County,English: Reading,Asian,<,<,<, 
Div,62,Nelson County,English: Writing,Asian,<,<,<, 
Div,62,Nelson County,History and Social Sciences,Asian,<,<,<, 
Div,62,Nelson County,Mathematics,Asian,<,90,<, 
Div,62,Nelson County,Science,Asian,<,<,<, 
Div,62,Nelson County,English: Reading,Black,62,52,53, 
Div,62,Nelson County,English: Writing,Black,53,59,65, 
Div,62,Nelson County,History and Social Sciences,Black,77,70,66, 
Div,62,Nelson County,Mathematics,Black,71,66,67, 
Div,62,Nelson County,Science,Black,61,62,67, 
Div,62,Nelson County,English: Reading,Economically Disadvantaged,67,62,60, 
Div,62,Nelson County,English: Writing,Economically Disadvantaged,61,72,63, 
Div,62,Nelson County,History and Social Sciences,Economically Disadvantaged,78,77,74, 
Div,62,Nelson County,Mathematics,Economically Disadvantaged,72,72,72, 
Div,62,Nelson County,Science,Economically Disadvantaged,70,74,73, 
Div,62,Nelson County,English: Reading,English Learners,38,29,53, 
Div,62,Nelson County,English: Writing,English Learners,<,<,<, 
Div,62,Nelson County,History and Social Sciences,English Learners,83,73,50, 
Div,62,Nelson County,Mathematics,English Learners,69,67,66, 
Div,62,Nelson County,Science,English Learners,<,58,72, 
Div,62,Nelson County,English: Reading,Female,80,76,74, 
Div,62,Nelson County,English: Writing,Female,82,84,82, 
Div,62,Nelson County,History and Social Sciences,Female,87,83,80, 
Div,62,Nelson County,Mathematics,Female,83,83,79, 
Div,62,Nelson County,Science,Female,82,84,81, 
Div,62,Nelson County,English: Reading,Hispanic,67,65,70, 
Div,62,Nelson County,English: Writing,Hispanic,64,55,65, 
Div,62,Nelson County,History and Social Sciences,Hispanic,88,78,79, 
Div,62,Nelson County,Mathematics,Hispanic,76,83,77, 
Div,62,Nelson County,Science,Hispanic,79,76,76, 
Div,62,Nelson County,English: Reading,Male,75,72,70, 
Div,62,Nelson County,English: Writing,Male,65,73,62, 
Div,62,Nelson County,History and Social Sciences,Male,86,88,83, 
Div,62,Nelson County,Mathematics,Male,78,78,77, 
Div,62,Nelson County,Science,Male,79,80,81, 
Div,62,Nelson County,English: Reading,Students with Disabilities,31,30,29, 
Div,62,Nelson County,English: Writing,Students with Disabilities,21,32,31, 
